text,location,latitude,longitude
"Habersham County is known for: Cannon Bridge - A husband threw his wife off the bridge. If one sits on the bridge with their car turned off on the nights of April 12-14, the bridge becomes covered with fog and the couple can be heard arguing. After a period of silence, a loud splash can be heard. On several occasions, the wife has walked up to the car. And on several occasions, people driving across the bridge on said nights have had their cars to stop, turn off, and all electrical systems stop. They then HAVE to bear witness to the events of the night. - December 2003 update: The Bridge is in Demorest on Hwy 115/Cannon Bridge road. A new Bridge has been built and opened on 10/30/03. They have started to tear down the old bridge the same day. About 1/4 of the bridge that was build in 1950 is gone.",Habersham County,34.6270741,-83.5016755
"White County Georgia is known for: Friendship Nursing Home - Little boy wearing a red cap haunts. If seen three deaths of the residents will happen, two expected one nut. Boy also appears outside in the cold, and the elderly residents throw their sheets and blankets out to him because he looks cold!",White County,38.0632329,-88.1577725
"Cogdell is known for: ""Cogdell Light"" -  Most folks in southeast Georgia have traveled to this tiny settlement on the fringe of the Okefenokee swamp late at night to see the ""Cogdell light."" Young couples are especially drawn to drive into the woods on one of the deserted roads, turn off the car, and flash the headlights a few times to conjure up the ""ghost."" If their visit is timed just right, an eerie greenish yellow glow coming from out of nowhere may be seen making its way slowly toward them in the darkness. Some say it's the ghost of an unknown man whose head was severed in a train accident. He swings a lantern in a futile search for his missing part. Others say the ""light"" is the glow of the lantern swung by two lovers in their effort to stop the train late at night. Their parents forbid them to see each other, thus they planned this escape but were shot by her father who thought they were prowlers. The ""light"" is a ghostly reminder of their tragic love.",Georgia,32.3293809,-83.1137366
Twin Chapel is known for: Creek - If you go down in the creek late at night. You can see a clown sitting there crying on the creek bed. Also there are some children that come out to play with you they will say(COME OVER HERE WITH US WE WANT YOU TO SEE OUR HOUSE). If you park your car or truck there it will not start for an hour. There is a tunnel down to the left that slaves died in. You can hear them moaning and screaming for help.,US,39.7837304,-100.445882
"Old Lanier Lodge is known for: The old Lanier Lodge Hotel just outside downtown Cumming closed a few years back and nobody is exactly sure why. Neighbors of the complex say that they hear and see things at a constant. It is believed by many that someone was murdered in the west building on the second floor balcony hallway but wasn't publicly announced as to keep the citizens from becoming stricken with panic. When visited at night you can hear strange things as if people are coming in and out of rooms and closing doors very loudly. If you peer into the top windows of the east or west buildings you can sometimes see lights flicker but the power has been shut off for years. When walking by the pool there is sometimes a long splash or the chairs near by move around on their own as well as the unattended weeds all around the complex swishing to one side as if someone had walked through them. - April 2004 Additional info: Lanier Lodge has closed within the past year for financial reasons, and is currently for sale. The owner is liquidating the property for debt payoff in bankruptcy. There was no report of a murder that took place. Be advised that the area is HEAVILY patrolled, and you will be caught if trespassing. There is a sign in front with the name and number for a realty company. If you wish to explore, call them and arrange an appointment, or get permission from the owner first.",Cumming,34.2073196,-84.1401926
"Stone Pile Gap is known for: A large pile of stones located just north of Dahlonega at the center of the intersection of U.S. 19 and S.R. 60 is the grave of Cherokee princess Trahlyta. Trahlyta was a young woman that sought out The Witch of Cedar Mountain to help her retain her beauty and youth. The Witch directed her to a medicine spring that held the powers of The Great Spirit. But later, a rejected suitor named Wahsega kidnapped Trahlyta, and kept away from the waters of the spring, she faded and died. It is said if you place stones on her grave her spirit will bring you good fortune, but it is also said if you remove stones, the Witch of Cedar Mountain will curse you. Two times road construction workers have tried to move the stones, and both times the trucks have inexplicably wrecked off the side of the mountain, some people have even died. The spring, now called Porter Spring, is rumored to have healing powers.",Dahlonega,34.5328484,-83.9845723
"Old Ridgeland Baptist Church is known for: During the Civil War this church would hide injured soldiers from both sides of the war. To mask the moans and groans coming from upstairs, the Preacher would play the Wind Organ loudly. In the cemetery there are many bodies buried from the war. It is said you can hear the organ playing and the moans and groans from soldiers. It has been said that you can see someone(s) on the second floor. The area around the church, in the cemetery mainly is cooler than other areas. -  June 2005 Update / WARNING: Richland Baptist Church is on the National Register of Historic Places and is protected by the Richland Restoration League, Inc. It's board of Trustees would like for your web visitors to be WARNED: The church and its surrounding grounds (cemetery, etc.) are being monitored, patrolled and guarded by armed personnel. Anyone caught trespassing on the property will be arrested and prosecuted to the fullest extent of the law. This historic national landmark (church and cemetery) has, as a result of being listed on your web site, been repeatedly vandalized and desecrated by adults and teenagers alike, from surrounding counties, predominately Houston County. Family graves, tombstones and markers have been pushed over, broken and stolen. Iron gates on family plots have been stolen; fornicating, defiling family and church property has taken place here as a result of thrill seeking teenagers and adults seeking the site out due to being listed on your web site. As a WARNING TO ALL WHO SEEK TO TRESPASS AND OR HARM THE CHURCH, IT'S CEMETARY AND OR SURROUNDING PROPERTY: YOU WILL BE ARRESTED AND PROSECUTED. Arrests of 9 people as of 10-8-04, by the Twiggs County Sheriffs Department. Anyone interested in the historical aspects of this church, who want to visit it or learn more about it, are welcome to contact a member of the Trustee Board of the Richland Restoration League, Inc. at  Twiggscounty.com",Houston County,31.3378465,-95.390805
"Amicalola Falls Lodge is known for: Built on the crest of Amicalola Mountain, the area was once a spiritual place for the Cherokee. People experience cold spots and poltergeist activity, especially in the kitchen area. Doors also open and close. If you want to stay at the lodge, it's located in Amicalola State Park on GA 52, northwest of Dawsonville.",Amicalola State Park,34.56228,-84.2464293
"Georgia Guidestones is known for: 7 miles outside of Elberton, Georgia stands the Georgia Guidestones, the smaller version of Stonehenge, they are set up on a hill out in the middle of nowhere. No one knows whom the land belongs to or what the real name of the man is who had them made. They are engraved with eight different languages, they stand 19 feet high, and a time capsule is buried six feet below the stones. When you park your car there and get out you will get a faint feeling, the sky is clear only above the stones, and bats circle them at night.",Elberton,34.1112226,-82.8670839
"Woods on Ginn Street is known for: Drums are heard at night coming from deep within the woods. At midnight a banging sound is heard. A ghost with a cape and long, broad hat floats out in the cattle field on late summer nights.",Ginn Street,-35.183744,149.1262839
Brenau University is known for: One of the United States most prestigious female universities is haunted by a ghostly shadow that hangs from the balcony of the auditorium. A young dedicated dancer supposedly hung herself after being denied lead performer in a popular ballet play. Many students and faculty continue to witness the mysterious apparition.,the United States,36.1337324,-80.2782636
"Jesse Jewell Parkway is known for: Hong Kong King Buffet - Formerly listed as Shoney's Brown Bridge Road - Plates rattling, footsteps, strange noises, cold spots, and claims of being touched. These occurrences usually happen after hours when there are just a few employees.",Hong Kong,22.350627,114.1849161
"Whitepath is known for: The northern region of Gilmer County, called Whitepath, is named after the Cherokee chief who once inhabited it. Whitepath cursed any future owners of the land as he and his people were moved out on the ""Trail of Tears."" A hotel built on the site burned to the ground in the early part of the 20th century, killing many, after the hotel itself had been home to several murders and suicides. The sounds of revelry and the sounds of screams and moans of suffering can still be heard often at the site of the hotel, which is now only marked by an overgrown driveway and its broken concrete archway. Chief Whitepath's own ghost haunts and has appeared at the nearby area where his own house once stood.",Gilmer County,34.6859788,-84.452696
"St. Simons Island is known for: South end - On stormy nights, island folk have reported seeing a small figure, with her lantern held high, running through the fog. Her name is Mary the Wanderer, and she haunts the coast of St. Simons looking for her lost love, which was killed in a hurricane.",St. Simons,31.177229,-81.3818279
"Bonnie Castle Bed &amp; Breakfast is known for: This renovated bed & breakfast is haunted by two ghosts. One of the ghosts is called Mary. She hates electricity. The second ghost is a ghost cat. The cat has been seen at least twice in a particular spot upstairs. A young girl once saw a man go up to the gate and asked about him. She identified the man in a picture of the original owner. Noises can be heard all through the night, but the ghosts are nice.",Breakfast,55.7579096,37.5973729
"Lawrenceville is known for: Clayton St. Funeral home - built in the early 1900's, originally a four room funeral home, converted to residential in the 20's, is home to 2 ""suicide"" victims who have been seen roaming the grounds. Electrical devices are strangely affected, doors and windows open and close on occasion, and multiple persons have seen “ghostly” figures. Don't linger on the street too long.",Lawrenceville,33.9566391,-83.9890066
Kitchen's Bottom is known for: It is a bridge located between Hawkinsville and Cochran. The ghost of a colored man has been seen many times at this location. They say he lived under the bridge at one time.,Cochran,33.5905096,-102.805677
Following Roads is known for: at 12:03 A.M. on a Saturday night in Lula you can park your car on top of the bridge across from old Morris's store park your car on top of the bridge and put your car in park and 2 ghost teens will roll your car down the bridge at stop right after it's off the bridge.,Lula,40.470364,9.486435
"Ogletharpe is known for: Taylor House - Randolph St. - A long time ago, Oglethorpe was a large city and was going to become the capital of Georgia, but all of the people died of small pox and it is now divided into two towns (Oglethorpe and Montezuma) by the Flint River Bridge. There is a house on Randolph Street, The Taylor House, which was owned back when Oglethorpe was a big place, by Colonel George W. Fish. He built the home himself and has often been reported being seen by occupants of the home and also, walking outside along the front walk and the sidewalk. His house was once renovated and he was said to have pitched such a fit, breaking things, scaring people into falling downstairs.. etc.., that the house was forced to be restored to its formal conditions.",Oglethorpe,33.8702684,-83.1049381
"Camp Creek Trestle is known for: Ghosts have been reported to haunt the area and homes where a train crashed into a flooded creek in 1900. The No. 7 train bound from Macon to Atlanta stopped to pick up passengers at the McDonough Station on a night during a flood. Even after being warned not to leave the engineer was reported saying ""We will either be eating breakfast in Atlanta or in hell"". After traveling only seven miles from the station the train plunged into the swelled waters of Camp Creek after the train trestle had washed out minutes before. Nine out of the forty-seven on board survived. You can reach the trestle if you go north on Highway 42 out of McDonough (located 30 miles south of Atlanta) and turn left onto Ivey Edwards Rd. The trestle is right off the tracks to the left and can be seen from Highway 42.",Macon,32.8406946,-83.6324022
"Old Governor's Mansion is known for: The mansion was built in 1838 and is said to he haunted. Lights turn on and off, beds unmake themselves when no one is around, and the smells of freshly baked foods can be smelled in the kitchen when no one has cooked. The mansion is currently owned by Georgia College and State University and is located on the corner of Clarke and Hancock.",Mansion,17.3827474,-62.7583022
"Cedar Creek Bridge is known for: The bridge over Cedar Creek on Roscoe Road in Coweta County is actually a replacement of the original bridge in question. In the 1930's a horrible accident on the bridge took the lives of a woman and her baby. The woman has manifested herself in voice and appearance in various ways over the last several decades. Hauntings include forlorn screaming (hence the name), rapidly dropping temperatures, and a ghost car.",Coweta County,33.3500656,-84.7545734
"Newnan hospital is known for: Cold spots , feeling of someone watching you. There as even been reports by several patients and staff of a white lady (maybe a nurse) that makes rounds at the stroke of midnight.",Newnan,33.3806716,-84.7996573
"Carver Mill Bridge is known for: There is a bridge off Carver Mill Road in western Pickens County that at one time some 50-60 years ago used to be wooden, that crossed over Scarecorn Creek. Years ago, this couple drove across the bridge and it collapsed on them, thus causing them to fall into the creek below killing them both. The bridge now is paved and well supported. You can drive onto the bridge anytime at night and shut the car off and all artificial light(flashlights, headlights, cell-phone background lights, pager blinking red lights, etc.)must be shut off and wait patiently in the car and this black figure of an average size man will walk from the end of the bridge and to your car and look into the windows. If a woman is in your car it will most likely go to her first and will continue to examine your car. If you crank your car, without turning on your lights, and begin to drive off, the man will chase you until you are off the bridge. Then the ghost will disappear into the night. The ghost is there to try to scare people off the bridge so that they won't face the same fate that the couple did. BEWARE: The ghost doesn't always walk right to your car. Sometimes it just appears at your window and can scare you plum to death. It is best if you do this during a full moon so that there is plenty of ""natural"" light to see the ghost with.",Pickens County,34.4630619,-84.4682402
"Berry College is known for: Tower Between East And West Mary Girl's Dorms - Between the dorms of East Mary and West Mary on the Berry College campus is a tower that has stood there ever since the college opened almost a century ago. It is said that a student at Berry hung herself up in the tower and was not found for days. No one knows why she killed herself. The room in which she died is now locked, but you can go to the door. It is inexplicably could in the tower, even during the hot Georgia month of August, and it is said that if you wait there long enough in the dark, you can hear her crying--her last cries--just before ending her life.",East Mary,36.6787418,-97.0418521
"Shady Grove Cemetery is known for: Located in the middle of a tight ""S"" curve on a small dirt road outside of Sale City Georgia. It is an old Historic cemetery that locals say is haunted and that there is unusual activity that goes on there. Locals say to park your car on the side of the road near the cemetery and look at the small prayer chapel that is located in the middle of the cemetery, while being quiet, you can hear moans and high pitch noises coming from the chapel and at times there seems to be a low glooming light that emerges from the foundation of the chapel, locals say that upon approaching the cemetery at night there seems to be an unexplainable chill that goes down your spine every time you try to pass through the arch at the entrance of the cemetery. (Be careful when visiting, because the authorities have been known to patrol the dirt road frequently.) -  It would be a good idea to let the proper authorities know what you are doing and ALWAYS get permission.",Sale City,31.2643494,-84.0212897
"Hampton Lillibridge House is known for: This is said to be the most haunted house in Savannah, and the only house known to have had an exorcism. When the house was being restored in the 1960s, some workmen refused to finish the job because of strange occurrences (tools disappearing, hearing footsteps when they knew they were alone, strange feelings). On one occasion, a man was seen wearing a black suit and bow tie in the third floor window when no one was living in the house. Neighbors have also heard a woman's scream coming from within the house, and a gray haired man has also been sighted.",Savannah,32.0790074,-81.0921335
"The Juliette Low Birthplace is known for: two former owners haunt this house: Sarah Gordon and her daughter-in-law Nellie Kinzie Gordon, who was the mother of Juliette Gordon Low, the founder of Girl Scouting. Nellie is said to rearrange furniture, play the piano, and slide down the banister after the museum closes down for the night. Visitors to the place often see Sarah, wearing an old-fashioned dress.",Nellie,40.3364571,-82.0679213
"Kehoe House Bed &amp; Breakfast is known for: Said to be haunted by the spirits of children. Also, by a ""Lady in Gray"" who haunts not only the bed & breakfast in general, but particularly room #203. People who have stayed in this room have felt their hands being gently touched and have felt kisses upon their cheeks. All have agreed that she seems to be a very friendly spirit.",Breakfast,55.7579096,37.5973729
"Savannah College of Art &amp; Design is known for: Oglethorpe House - Residents saw on numerous occasions the ghost of a little girl, who they believed to be the famous Gracie Watkins of Bonaventure Cemetery because of it's similar appearance to the statue. The ghost was seen at night running away & down a hall & turning a corner, and move out of sight; she has been seen entering rooms & and has been spotted looking at the resident's clothes in the closet. They also report hearing whispers, & seeing the transparent girl kneeling beside their bed.",Design,48.8565733,2.3854655
"Savannah College of Art is known for: Weston House - A dorm for the Savannah College of Art and Design which was formerly the Savannah Weston Hotel. It is located on 231 West Boundary St. and is one of the various areas of Savannah where civil war battles were fought. The old railroad also ran adjacent to it. At all times of the day students hear tapping on the walls, furniture moving in empty rooms, and a singing girl. There have been rare occasions of physical contact, in which students have reported being touched or grabbed. Sightings are more rare, but they have been experienced.",Savannah,32.0790074,-81.0921335
Jekyll Islands is known for: Beachview Drive - Mary the Wanderer is a ghost that haunts Jekyll Island's main beachfront area * Not St Simons Island.* The Wanderer hotel operated for many years on Jekyll's Beachview Drive- the island's main drive- where she is seen wandering the coast waiting for her lost love who never returned from the sea.,Jekyll,33.3171408,-86.7598671
"Southerness Golf Club is known for: The oldest house in Rockdale county is still standing at the main entrance to the golf club. It is said that workers have seen chair upstairs rock back and forth, and at night employees have passed by the house and noticed blue lights sway back and forth & figures in the windows, accompanied by moans and commotion.",Rockdale county,33.6430283,-84.0322064
"Stone Mountain Park. Old U.S. 78 East is known for: Beginning where the Cherokee trail intersects old U.S. 78 East (near the main railroad station) my wife and youngest son nearly always hear footsteps not matching their gait. I've never heard it, but my dog has. He looks back every 10 feet or so when we walk the short length of roadway. The sensation seems to only happen to the person lagging behind.",U.S.,39.7837304,-100.445882
"O'Neil District is known for: In the 1840s a werewolf was reported to be killing sheep in Talbot County. So many animals were butchered that a $200 dollar reward was offered to anyone that could kill the werewolf. An odd young girl named Isabella Burton was suspected of being the beast. Whenever she'd leave town, the creature would not be seen nor would any livestock be disturbed, but when she'd return the killings would begin again. One night, a hunter claimed to have wounded the animal, and the next day Isabella had a wound in the same location. After that, the werewolf went away and the killings stop. Isabella is buried in a church cemetery somewhere in Talbot, and people say her spirit still howls at night.",Talbot County,32.6984691,-84.505404
"Spook Bridge is known for: Right near the Quitman line, take hwy 84 W,turn left at the caution light right before you get to Quitman, and go down to the first dirt road to the left. A dead end... This is an old bridge crossing water that is no longer in use. Said to be used in Satanic rituals many years ago. You park at the dead end and walk the path to the bridge. The minute you cross the dirt path onto the old concrete bridge, you feel the fear and cold. You see images of people walking toward you and can feel them touching you. There is said to be a ""line of light"" that few can cross. You hear screams and voices and feel a great deal of fear. Very Scary!!",Quitman,31.8769847,-85.0154412
"Old Van Wert church and graveyard is known for: Very old church and graveyard. It is very eerie and foreboding. Many workers buried here from the quarries that dot the area. Slave brutality was reported here as well. Spectral entities and eyes that seem to follow you everywhere, especially in the wooded area around the cemetery have been reported. The whole Rockmart, Cedartown, Fish creek and Van Wert area haunted.",Cedartown,34.0124425,-85.2559398
"Jesup is known for: Spook Light - Just off Hwy. 84, in Wayne County, between Jesup and Screven is a stretch of railroad track that is haunted. The locals call it the ""Spook Light"". It is said that years ago a rail worker lost his balance and fell on the tracks and a coming train ran over him and cut off his head! He walks the tracks at night, usually at midnight, caring a lantern looking for his head. People who have seen the ""Spook Light"" can find no explanation for it! - October 2004 update: This is also the Appling County - Spooklight - listed above. it can be seen in both places along the tracks.",Jesup,42.4750516,-92.0632129
"Reinhardt College is known for: Paul Jones Hall - Many of the buildings on the campus of Reinhardt College, a Methodist school founded in 1883 in the northern section of Cherokee County, have supernatural occurrences attached to them. The ghost of a janitor who hung himself in the 65-year-old building's attic haunts the oldest still-standing dormitory, Paul Jones Hall. In that dormitory, the doors open and close by themselves, showers and water spigots turns on and off, and the noises of the suicide can be heard replayed almost nightly by guys on the top floor coming from the padlocked attic.",Cherokee County,31.8390826,-95.1791849
"Young Harris College is known for: Dobbs Theatre - the early 1990's there was a janitor named Jesse who loved the theatre and would participate when a particular role called for someone who had visible age. He one day was driving home and wrapped his car around a tree; his ghost has haunted the Blackbox ever since. In the storage room, the noise of moving chairs and other items can often be heard. In the classroom, the motion sensor light turns on when the door is locked and nobody is in there. Footsteps up the steps and around the building are common. Movement upstairs and in the catwalks is also very common. While Charlie in the Clegg building usually causes commotion at night, Jesse seems to be around 24 hours a day- even while there are large groups and classes in the theatre.",Clegg,35.8657039,-78.8494514
"US HWY 70 is known for: Though much of it unconfirmed highway 70 between Matador and Paduca, TX has a lot of deadly history. Many car accidents have occurred here. The nearest hospital being over 80 miles away many accident victims do not survive. Driving through at night can give you a complete sense of dread. Some drivers claim that on the highway the became very agitated wondering if what they were feeling was real. Wondering if they were alive or dead. Paranoia is the strongest emotion felt here. Many have claimed to see lights and refractions coming from the Matador Cemetery. This desolate highway has very little to offer in the way of peace. It however has much to offer in the way of death.",US,39.7837304,-100.445882
Toys R Us is known for: Four years ago a young boy was climbing the ladder to get to the loft. When he got to the very top he fell and was killed instantly by having his neck broken. Every once in a while during night crew u can here a young boy laughing and running around in the loft. Lights sometimes turn off and on and certain locked doors will open but remain locked.,Us,39.7837304,-100.445882
"Old Holloman's Road is known for: Hollomans Road is a small dirt road that curves between Lawson Rd. and Bruton Rd. There is a solitary home that has sat for many years abandoned on this small street. It is the only structure on the road. Brave teenagers have tried to walk the street at night only to disappear never to be seen again. The road became such a danger that the city closed the road off. Witnesses become overwhelmed by a sense of dread and of being watched, even in broad daylight. In the 80s, a Dallas man killed a young woman and her young son and dumped their bodies on that dark and brooding road (this is easily checked, as the case was just solved in the last year or so).",Dallas,32.7762719,-96.7968559
Springcreek and Ave. M Cemetery is known for: The cemetery located on Springcreek and Avenue M. is said to be haunted be some kind of unknown source. Many claim that in the back of the cemetery there is a statue of Jesus. In the day if you drive by or go look at it. His hands are facing up. But at night if you go and see it his hands are facing down with his thumbs broken off.,Springcreek,35.2961303,-97.1706711
"Leaving Pearsall is known for: When You are going towards Charlotte there is a tree on the left side called the lizard tree an old man died there when he was jogging and if you go and call him,he will go and run after you even if you are in a car going 30 miles.",Charlotte,35.2272086,-80.8430827
"La Minita Creek is known for: In the early 1950's, during a severe thunderstorm a vehicle traveling across ""La Minita Creek"" on old Hwy83-seven miles north of Roma, struck the concrete guardrail. The vehicle, with its three occupants, flipped over the railing and plunged into the swollen creek. The driver of the vehicle, fighting the raging water, managed to extract his unconscious wife from the vehicle. Upon his return to the vehicle, he was unable to rescue their eight-year-old daughter. The little girls body was never recovered. Since then, some locals in the area have reported sightings of a little girl wandering the fields and woods adjacent to the creek. Numerous sightings of this ""Lost Little Girl"" have been reported in the area where the creek meets the Rio Grande River. Illegal aliens crossing the river have reported seeing a little girl running along the bank of the river. Dove hunters and campers have also reported seeing a little girl running through the woods, accompanied by sounds of a crying child.",Roma,41.8933203,12.4829321
"Santa Rita Park is known for: A woman named Marie, who apparently used to reside in the Santa Rita area and frequently walk in the park, still hangs around the park, just to the left of Santa Rita elementary. She died without much family. Stray dogs tend to roam the park at night, whether they are looking for food or a place to sleep, and their behavior is very peculiar - jumping up in the air, excitable, running to and fro, barking in a direction where no one or nothing can be seen. Marie seems to enjoy the dogs' company, and she tends to sit at the bench closest to the school - anyone who stands near or sits on that bench at night is sure to feel a chill and a sense of restlessness. One will also find that looking into the creek (which runs through the park) at night takes much courage, though nothing has reportedly been seen in the water.",Santa Rita Park,37.0474459,-120.5951846
"Fort Concho is known for: Many ghosts haunt this ""best preserved"" frontier army fort in America. The buffalo soldiers were stationed here in the late 19th century for protection against Indian attacks. Many of them are still there along with others. Officers Quarters' #1 still has a little girl upstairs who died of an illness. She can be seen from time to time. Ask any employee for details. Conrad McClure, and employee and re-enactor have had many ghostly encounters there during his career.",Fort,18.9332665,72.8345146
"Fort Concho is known for: It is haunted by many of the buffalo soldiers, a young girl playing on the floor in an upstairs bedroom of Officer's Quarters #1 accompanied by cold spots.",Fort,18.9332665,72.8345146
"The Alamo is known for: Cold spots and a feeling of melancholy can be felt throughout the Fort. 189 Alamo defenders and at least 1200 Mexican soldiers fought and died here in San Antonio, many without the benefit of a proper burial leaving a lot of lost souls in search of a eternal resting place, thus making San Antonio one of the most haunted cities in America.",San Antonio,29.4246002,-98.4951405
"Bexar is known for: Caribbean Apartments - Now known as the Willow Run apartments. These apartments have been in business for over 60 years. Before they were turned into apartments, it was a Motel business. The doors were painted in light yellow and blue pastels. Existing in what used to be the outskirts of town and just outside of Castle Hills, it would bring many customers of all races and origins. It was during this time that a rape and murder occurred in the North end of the complex. Every now and then in the middle of the night a woman's cry can be heard in the rear hallways. And in one of the apartment units, a suicide where a single mother overdosed on pain medication leaving her two year old to fend for herself. The child eventually died of starvation. The mother's body was found on the bed. The child's body was found on the floor next to the bed. It is unknown whether the overdose was accidental or intentional. When this particular apartment is empty the occupants of the downstairs apartment can hear the pitter patter of little feet walking up and down the upstairs unit. On occasion, a woman can be heard crying. Loud thumps can also be heard. Lights turn on and off by themselves and the toilet will flush on it's own. An occupant of the downstairs apartment noted that her young daughter told her ""she was playing with a little girl"". Believing that the child had an imaginary playmate, the mother discounted her little daughter's claims. Until one evening while the mother was sitting in the living room watching TV and her little girl was playing in the hallway with a small toy, she saw her daughter toss the small toy across the hallway into the front bedroom. The door had been left open. Then she heard her daughter talk to this imaginary friend to ""give it back"". To the mother's surprise, something or someone tossed the small toy back to her daughter. The mother kept watching and realized that there really was ""someone or something"" there. On another occasion while sleeping, she felt the touch of little fingers playing with her toes or gently tugging at her blankets. The apartment where the ""suicide"" took place is constantly vacant. Tenants seem to come and go and never stay longer than three years. And when the apartment is occupied, the ""occurrences"" diminish and or are none existent until the apartment is vacant again.",Castle Hills,29.5232851,-98.5164071
"Bexar County Juvenile Detention Center is known for: Building two, built next to one of the original Missions, may sit on Indian Burial Ground. Juveniles often wake in the middle of the night screaming about Indians in the room. Some describe burning smells and seeing fire. Detention Officers often smell smoke in Mod 9 and 10 on third shift. (Graveyard shift) Also officers report seeing ""something run by the unit window"" even though all detainees are locked in rooms. The ghost of a beloved female staff member that died in the cafeteria has also been seen in the windows of the new building late at night. Officers report sightings, then think they saw their own reflections, however, the reflection is clearly wearing a maroon shirt (The old uniform). Not a week goes by without a blood curdling scream from some poor kid in Mod 9. Responding staff report smelling smoke, burning wood, about 8 out of 10 times.",Mod,51.1555414,-1.7419344
Bexar is known for: Kindred elementary - it is said that a plane crashed in the field and when you enter the restrooms the sink will turn on and you could hear voices while you walk on the field.,Kindred,46.648578,-97.017032
"Brackenridge Villa Mansion is known for: - built in the 1840's, is said to also have activity. Strange shadows are spotted from its windows. Further, there is documentation that this campus had been inhabited for nearly 7,000 years by Native Americans, who were attracted to it since the campus is the source of the San Antonio River.",San Antonio River,28.8777546,-97.7544936
Camberly Gunter Hotel is known for: The Camberly Gunter Hotel is haunted by the ghost of a prostitute who was murdered there by one of her tricks in the early 1960's. The room she was murdered in was found covered in blood but no body was ever found. A picture of her hangs in the Lobby Bar. The man who murdered her was said to have then checked in to the Menger Hotel in San Antonio three blocks away where he also disappeared without a trace.,San Antonio,29.4246002,-98.4951405
Hot Wells Motel is known for: Site of an old Burnt down hotel. Rumor has it that Hot Wells was known for its luxury spas and the numerous fires that took place in Rm. 13. The Fowl Smell of the dead still lingers there even after its been burnt for 46 yrs.,Burnt,-37.349076,144.0794694
"McKnay Museum is known for: This used to be the residence of the McKnay family. Widow McKnay was an art collector who turned her home into a museum. The West Wing of this musuem was beginning construction when old lady McKnay passed away. It is said that ""Old Lady McKnay"" has been seen walking the halls and passing through walls when ""floating"" from one building to another. She's only seen at night, mostly by security and museum personnel. She never speaks, but if you're lucky enough, she might appear to 'look' in your direction. Also a females voice ""humming"" an unrecognizable tune can be heard coming from the downstairs area of the West Wing library.",West Wing,57.4616659,-4.2761913
"Rail Road tracks is known for: is a railroad crossing in San Antonio that is said to be haunted. Some children were on a school bus when it stalled and the train hit the bus killing them all. If you go to that area at nightfall on the anniversary the arms will come down the lights will blink and you will here a train and feel wind but there is no train. You will feel your car being pushed away from the tracks even in park. If you dust baby powder on the hood of you car you will see imprints of little hands in the powder and when the ""train"" is gone your car will have been moved back several feet. We went with 5 other cars and all cars had hand prints and each car had been pushed back about 4 feet.",San Antonio,29.4246002,-98.4951405
River Center Mall is known for: Has been reported to have river ghost along with fish ghost swimming along the San Antonio River that talk to you.,San Antonio,29.4246002,-98.4951405
"Terrel Castle Bed and Breakfast is known for: This bed and breakfast is said to be haunted by the original lady of the house and some children. The lady has been sensed in the library, and the children play on the stairs.",Breakfast,55.7579096,37.5973729
"Trinity University is known for: The Chapman Graduate Center and the Holt Center -  are known places for things that are unexplained. At the Graduate center bottom floor you walk-by and you feel a feeling that you need to get out of there fast. Nasty feeling to feel. Many housekeeping and Officers feel the same feeling. At the Holt center, some members of the housekeeping will not enter there alone or/and at night. Police officers have felt that same feeling, to include supervisors.",Holt,40.0989571,-95.2134565
"Thompson Island Bridge is known for: The Thompson Island bridge in San Marcos is said to be haunted by the ghost of a long dead Confederate soldier. He died there at his post while guarding it during the American Civil War. It is believed that he still appears there. Dressed in his grey and yellow uniform. cap, and cape. and armed with a kentucky longtom riffle. Although sightings are very remote, it is reported that the dead soldiers ghost is more active before, and during wartime.",San Marcos,29.8826436,-97.9405828
"Old Court House is known for: San Patricio, TX Ghost of Josefa Chipita Rodriguez The only woman legally hanged in Texas was Josefa Chipita Rodríguez. She lived in a shack on the Aransas River where she cooked for wary travelers and let them sleep on cots on her porch. When a traveler named John Savage (no, not that John Savage) fell victim to an axe murder, Chipita was the prime suspect. $600 in gold was recovered from the Aransas River north of San Patricio, as well as Savage's body, in a gunny sack. Josefa Rodríguez and her son, Juan Silvera were indicted on circumstantial evidence. After Chipita pleaded not guilty, the jury recommended mercy, but the judge ordered her executed on November 13, 1863. Chipita was kept in leg irons and chained to a wall in the courthouse until the day of her hanging. Her coffin was placed in an unmarked grave (a moan was said to come from the closed casket). Many people claim to have seen her ghost, a woman with a rope around her neck.",San Patricio,28.0003594,-97.5020441
"Santa Ana high school auditorium is known for: about 7 years ago a girl fell from a balcony in the auditorium during a play. Whenever there is a play, a dim light can be seen from the balcony above the stage itself. Dressing room doors close by themselves and there are cold spots. Its a tradition that we bring her spirit flowers before every play for a safe performance.",Santa Ana,33.7494951,-117.873221
"Scottsville Cemetery is known for: This cemetery dates from before Texas was a state. The haunting is actually on the grounds bordering the west of the cemetery and church. There is a covered spring house at the foot of a hill just outside the fenced off area leading to the cemetery parking lot. Stairs lead up the hill from the spring house to the top, where a large, two story house once stood. This house burned in the 50's, but was reputed to be haunted. Old-timers told of standing outside in their youth and listening to voices and furniture being moved in the empty rooms inside. Youths of today say that if you stand at the top of the stairs, you can hear a woman weeping several hundred feet away, down at the spring house.",Texas,31.2638905,-98.5456116
